,Sold,Crypto,Set,Team,Play Category,Price,USD,SN#,Seller,Buyer,Unnamed: 0
9951,9 hours ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Layup,13.00 USD,$13.00,5949.0,SammyDub,0xf21635...d0ef6c,
9952,9 hours ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,75.00 USD,$75.00,3911.0,KY2NBA,0x28a736...a19c11,
9953,9 hours ago,2020-21 Hamidou Diallo,Base Set,Oklahoma City Thunder,Dunk,125.00 USD,$125.00,91.0,khushal,JonnyCryptos,
9954,9 hours ago,2020-21 Jerami Grant,Base Set,Detroit Pistons,Dunk,3.00 USD,$3.00,6967.0,Firehazard,RTurna34,
9955,9 hours ago,2020-21 Tyrese Haliburton,Base Set,Sacramento Kings,Jump Shot,250.00 USD,$250.00,2404.0,MAW61187,IchiroYumi,
9956,9 hours ago,2020-21 Ish Smith,Base Set,Washington Wizards,Assist,4.00 USD,$4.00,1089.0,0x9cf9f3...e40ded,0xc7657a...02c60d,
9957,9 hours ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,85.00 USD,$85.00,3228.0,Houston_Rockets,mosdefs,
9958,9 hours ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,3.00 USD,$3.00,4602.0,Dajustified,jaysha18,
9959,9 hours ago,2020-21 Jonas Valančiūnas,Base Set,Memphis Grizzlies,Dunk,2.00 USD,$2.00,6333.0,aintalike,able_wasp7170,
9960,9 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,7.00 USD,$7.00,5166.0,Dajustified,Thechek182,
9961,9 hours ago,2020-21 Mitchell Robinson,Base Set,New York Knicks,Dunk,2.00 USD,$2.00,7220.0,Der_Trainer,0xe92a80...4b7de0,
9962,9 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,3 Pointer,15.00 USD,$15.00,7888.0,0x908f9f...fdb4e1,The_Eraser,
9963,9 hours ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,3.00 USD,$3.00,5315.0,Netw0rkN1nja,NguyenThuong,
9964,10 hours ago,NBA Top Shot (SN# 1993089),,,,14.00 USD,$14.00,,Bluemaco,NikkiPotnick,
9965,10 hours ago,2019-20 Buddy Hield,Base Set,Sacramento Kings,Dunk,24.00 USD,$24.00,2935.0,Jaykash,0x4172c2...23c9d7,
9966,10 hours ago,2020-21 Ivica Zubac,Base Set,LA Clippers,Dunk,2.00 USD,$2.00,6010.0,straw3930,able_wasp7170,
9967,10 hours ago,2020-21 Miles Bridges,Base Set,Charlotte Hornets,Dunk,2.00 USD,$2.00,8868.0,ritualo,0x1606e4...f96a7d,
9968,10 hours ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,3.00 USD,$3.00,1668.0,sixer03fan,0xca5963...8c26ef,
9969,10 hours ago,2020-21 Gordon Hayward,Base Set,Charlotte Hornets,Jump Shot,17.00 USD,$17.00,1645.0,jambaJuice,Wilburrt,
9970,10 hours ago,2020-21 Dillon Brooks,Base Set,Memphis Grizzlies,Layup,2.00 USD,$2.00,7963.0,dependable_spider_monkey313,0x1606e4...f96a7d,
9971,10 hours ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,75.00 USD,$75.00,2752.0,futurefox,jordanpaul,
9972,10 hours ago,2019-20 Luka Dončić,Base Set,Dallas Mavericks,3 Pointer,685.00 USD,$685.00,1602.0,scorbles,mendezma10,
9973,10 hours ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,4.00 USD,$4.00,4380.0,StoneColdBroke,pretty_radish4174,
9974,10 hours ago,NBA Top Shot (SN# 2052976),,,,15.00 USD,$15.00,,aaronstefanpoker,The_Eraser,
9975,10 hours ago,2020-21 Christian Wood,Base Set,Houston Rockets,Dunk,4.00 USD,$4.00,6866.0,straw3930,grounded_common_frog8576,
9976,10 hours ago,2020-21 Cam Reddish,Base Set,Atlanta Hawks,Assist,4.00 USD,$4.00,1254.0,kevbob,0x42135e...d1fc8a,
9977,10 hours ago,NBA Top Shot (SN# 1992809),,,,4.00 USD,$4.00,,Bluemaco,0x412221...6f7eb8,
9978,10 hours ago,2019-20 Kristaps Porziņģis,Base Set,Dallas Mavericks,3 Pointer,65.00 USD,$65.00,2644.0,Pranked,Jaytrader77,
9979,10 hours ago,2020-21 Andrew Wiggins,Base Set,Golden State Warriors,Layup,2.00 USD,$2.00,7972.0,Der_Trainer,SaltBucket,
9980,10 hours ago,2019-20 Svi Mykhailiuk,Base Set,Detroit Pistons,3 Pointer,16.00 USD,$16.00,3758.0,TKS,quantimturner,
9981,10 hours ago,2019-20 Marcus Smart,Base Set,Boston Celtics,Steal,50.00 USD,$50.00,1373.0,jesse,CMewbourn,
9982,10 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,219.00 USD,$219.00,3574.0,0x8338cd...9644ab,ff_inferno,
9983,10 hours ago,2019-20 Bogdan Bogdanović,Base Set,Sacramento Kings,Assist,55.00 USD,$55.00,3339.0,TopShotTradeUp,HotSizauce,
9984,10 hours ago,NBA Top Shot (SN# 2277335),,,,4.00 USD,$4.00,,0xad1208...665e31,0x166272...084d6a,
9985,10 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,3 Pointer,14.00 USD,$14.00,10258.0,WeBelieveMT,The_Eraser,
9986,10 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,162.00 USD,$162.00,5223.0,maurov,bballguy41,
9987,10 hours ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,83.00 USD,$83.00,2992.0,kearney_will,mosdefs,
9988,10 hours ago,2020-21 John Collins,Base Set,Atlanta Hawks,Dunk,3.00 USD,$3.00,3194.0,JimmyTheGreek,Artamiles,
9989,10 hours ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,20.00 USD,$20.00,6394.0,Corlito,gleaming_pig6669,
9990,10 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,Layup,40.00 USD,$40.00,2082.0,Maurothon,tylerkung,
9991,10 hours ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,2.00 USD,$2.00,7000.0,Dajustified,TracyMcGreedy,
9992,10 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,315.00 USD,$315.00,2589.0,PGM,Nav2002,
9993,10 hours ago,2020-21 Otto Porter Jr.,Base Set,Chicago Bulls,Jump Shot,2.00 USD,$2.00,9856.0,blue_jicama7124,0xe92a80...4b7de0,
9994,10 hours ago,2020-21 Miles Bridges,Base Set,Charlotte Hornets,Dunk,2.00 USD,$2.00,11835.0,Iteru,0xe92a80...4b7de0,
9995,10 hours ago,2019-20 Gary Harris,Base Set,Denver Nuggets,Dunk,89.00 USD,$89.00,556.0,The_Elk,xBenJamminx,
9996,10 hours ago,2019-20 Christian Wood,Base Set,Detroit Pistons,Dunk,72.00 USD,$72.00,2998.0,mateod06,0x317bbe...fc661e,
9997,10 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,211.00 USD,$211.00,4717.0,Beazus,jbreezy_33,
9998,10 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,9.00 USD,$9.00,3487.0,baytosd,gleaming_pig6669,
9999,10 hours ago,2020-21 JaVale McGee,Base Set,Cleveland Cavaliers,Dunk,2.00 USD,$2.00,4261.0,Dajustified,baytosd,
10000,10 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,Layup,40.00 USD,$40.00,2082.0,Maurothon,tylerkung,
10001,10 hours ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,2.00 USD,$2.00,7000.0,Dajustified,TracyMcGreedy,
10002,10 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,315.00 USD,$315.00,2589.0,PGM,Nav2002,
10003,10 hours ago,2020-21 Otto Porter Jr.,Base Set,Chicago Bulls,Jump Shot,2.00 USD,$2.00,9856.0,blue_jicama7124,0xe92a80...4b7de0,
10004,10 hours ago,2020-21 Miles Bridges,Base Set,Charlotte Hornets,Dunk,2.00 USD,$2.00,11835.0,Iteru,0xe92a80...4b7de0,
10005,10 hours ago,2019-20 Gary Harris,Base Set,Denver Nuggets,Dunk,89.00 USD,$89.00,556.0,The_Elk,xBenJamminx,
10006,10 hours ago,2019-20 Christian Wood,Base Set,Detroit Pistons,Dunk,72.00 USD,$72.00,2998.0,mateod06,0x317bbe...fc661e,
10007,10 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,211.00 USD,$211.00,4717.0,Beazus,jbreezy_33,
10008,10 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,9.00 USD,$9.00,3487.0,baytosd,gleaming_pig6669,
10009,10 hours ago,2020-21 JaVale McGee,Base Set,Cleveland Cavaliers,Dunk,2.00 USD,$2.00,4261.0,Dajustified,baytosd,
10010,10 hours ago,2020-21 Troy Brown Jr.,Base Set,Washington Wizards,Block,3.00 USD,$3.00,3487.0,kuuuuuu,Hackfin,
10011,10 hours ago,NBA Top Shot (SN# 2291011),,,,7.00 USD,$7.00,,13_Nemesh_13,Hackfin,
10012,10 hours ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,25.00 USD,$25.00,1124.0,0xd6a1ec...f7110c,dreamer_iynd_91,
10013,10 hours ago,NBA Top Shot (SN# 2244980),,,,7.00 USD,$7.00,,0x9331be...031458,Hackfin,
10014,10 hours ago,2020-21 Jordan Clarkson,Base Set,Utah Jazz,Dunk,4.00 USD,$4.00,4512.0,aaronstefanpoker,Lavar,
10015,10 hours ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,4.00 USD,$4.00,6669.0,0x59dd9e...129e42,Speedy,
10016,10 hours ago,2019-20 Ricky Rubio,Base Set,Phoenix Suns,Layup,19.00 USD,$19.00,3257.0,RonWR,quantimturner,
10017,10 hours ago,2020-21 Steph Curry,Base Set,Golden State Warriors,Assist,29.00 USD,$29.00,4164.0,DavidGoldenRankin,onecvj,
10018,10 hours ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,4.00 USD,$4.00,7346.0,scottland,0x412221...6f7eb8,
10019,10 hours ago,2020-21 Markelle Fultz,Base Set,Orlando Magic,Jump Shot,2.00 USD,$2.00,4274.0,Dajustified,able_wasp7170,
10020,10 hours ago,2020-21 Coby White,Base Set,Chicago Bulls,3 Pointer,2.00 USD,$2.00,2396.0,sixer03fan,practical_pike8703,
10021,10 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,220.00 USD,$220.00,2332.0,Breeza,StakingShop,
10022,10 hours ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,69.00 USD,$69.00,6459.0,talkative_honey_bee8577,0xecadb9...bf20da,
10023,10 hours ago,2020-21 Bam Adebayo,Base Set,Miami Heat,Dunk,7.00 USD,$7.00,8107.0,TycDaGambler,Hackfin,
10024,10 hours ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,227.00 USD,$227.00,1403.0,Breeza,Hanamichi_Sakuragi,
10025,10 hours ago,NBA Top Shot (SN# 2193048),,,,6.00 USD,$6.00,,thinkgreen,Hackfin,
10026,10 hours ago,2019-20 Andrew Wiggins,Base Set,Golden State Warriors,Dunk,25.00 USD,$25.00,2447.0,nostro,rogeyo,
10027,10 hours ago,NBA Top Shot (SN# 2190490),,,,6.00 USD,$6.00,,0xb8903e...87e009,Hackfin,
10028,10 hours ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Handles,60.00 USD,$60.00,2248.0,jtbgames,Jaytrader77,
10029,10 hours ago,2020-21 Thanasis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,6.00 USD,$6.00,5330.0,LebronsFather,Hackfin,
10030,10 hours ago,2020-21 Nikola Vučević,Base Set,Orlando Magic,Layup,3.00 USD,$3.00,11662.0,Mi_Max,0xea2d07...4c13c6,
10031,10 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,223.00 USD,$223.00,3749.0,1phat_ankle_breaker,gleaming_pig6669,
10032,10 hours ago,2020-21 Tacko Fall,Base Set,Boston Celtics,Block,15.00 USD,$15.00,9512.0,msl333,0x27ba1c...1d4120,
10033,10 hours ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,3.00 USD,$3.00,11928.0,Always_Hoops,heimekin,
10034,10 hours ago,2020-21 Jordan Clarkson,Base Set,Utah Jazz,Dunk,4.00 USD,$4.00,4356.0,themick23,Lavar,
10035,10 hours ago,2019-20 James Harden,Base Set,Houston Rockets,Block,95.00 USD,$95.00,2683.0,Pranked,Smoov3,
10036,10 hours ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,4.00 USD,$4.00,4182.0,Dajustified,eS_Be,
10037,10 hours ago,2019-20 Kendrick Nunn,Metallic Gold LE,Miami Heat,Dunk,399.00 USD,$399.00,162.0,pogochamp114,Irshjhny33,
10038,10 hours ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,2.00 USD,$2.00,11270.0,stupendous_marsh_frog4142,0xe92a80...4b7de0,
10039,10 hours ago,2020-21 Ivica Zubac,Base Set,LA Clippers,Dunk,2.00 USD,$2.00,3455.0,straw3930,0xe92a80...4b7de0,
10040,10 hours ago,2020-21 Andre Drummond,Base Set,Cleveland Cavaliers,Dunk,3.00 USD,$3.00,4043.0,KarlAnthonyTowns,0xe92a80...4b7de0,
10041,10 hours ago,2020-21 De'Anthony Melton,Base Set,Memphis Grizzlies,Dunk,5.00 USD,$5.00,7987.0,tough_olm7184,Hackfin,
10042,10 hours ago,2019-20 Terry Rozier,Base Set,Charlotte Hornets,3 Pointer,52.00 USD,$52.00,537.0,cao_moni,LargeSnorlax,
10043,10 hours ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,226.00 USD,$226.00,4860.0,_mr_ch0w_,hash,
10044,10 hours ago,2020-21 Will Barton,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,6152.0,baytosd,Hackfin,
10045,10 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,5.00 USD,$5.00,8107.0,Bluemaco,Hackfin,
10046,10 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,2.00 USD,$2.00,8094.0,Broncinbuck,99POROS,
10047,10 hours ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,3.00 USD,$3.00,5232.0,Adeepthret,BennyDrool,
10048,10 hours ago,2020-21 Jamal Murray,Base Set,Denver Nuggets,3 Pointer,6.00 USD,$6.00,8743.0,profik,Hackfin,
10049,10 hours ago,2020-21 Daniel Theis,Base Set,Boston Celtics,Dunk,2.00 USD,$2.00,11958.0,MarsBlackmon,99POROS,
10050,10 hours ago,2020-21 Jamal Murray,Base Set,Denver Nuggets,3 Pointer,6.00 USD,$6.00,8743.0,profik,Hackfin,
10051,10 hours ago,2020-21 Daniel Theis,Base Set,Boston Celtics,Dunk,2.00 USD,$2.00,11958.0,MarsBlackmon,99POROS,
10052,10 hours ago,2020-21 Jaxson Hayes,Base Set,New Orleans Pelicans,Dunk,6.00 USD,$6.00,9026.0,hardE2121,DracheTech11,
10053,10 hours ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,10.00 USD,$10.00,11259.0,0xea8374...44e17d,BobsonDugnutt,
10054,10 hours ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,65.00 USD,$65.00,3410.0,jtbgames,Jaytrader77,
10055,10 hours ago,NBA Top Shot (SN# 2374556),,,,3.00 USD,$3.00,,0x1bf34a...93dfbb,Lavar,
10056,10 hours ago,2019-20 Jimmy Butler,Base Set,Miami Heat,Steal,59.00 USD,$59.00,2484.0,Pranked,baytosd,
10057,10 hours ago,2020-21 Ish Smith,Base Set,Washington Wizards,Assist,3.00 USD,$3.00,1249.0,mateod06,99POROS,
10058,10 hours ago,2020-21 Kendrick Nunn,Base Set,Miami Heat,Dunk,2.00 USD,$2.00,1407.0,Dajustified,0x9cf9f3...e40ded,
10059,10 hours ago,2020-21 Nikola Vučević,Base Set,Orlando Magic,Layup,2.00 USD,$2.00,9943.0,Trezzy242,0xe92a80...4b7de0,
10060,10 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,220.00 USD,$220.00,3177.0,0x52a927...c39ef8,gleaming_pig6669,
10061,10 hours ago,2020-21 Zach LaVine,Base Set,Chicago Bulls,3 Pointer,6.00 USD,$6.00,2344.0,SoSilky,Hackfin,
10062,10 hours ago,NBA Top Shot (SN# 2250244),,,,5.00 USD,$5.00,,half_court_shot,grounded_common_frog8576,
10063,10 hours ago,NBA Top Shot (SN# 2242686),,,,7.00 USD,$7.00,,Jinzo,JonnyCryptos,
10064,10 hours ago,NBA Top Shot (SN# 2374517),,,,3.00 USD,$3.00,,0x133f9a...28b051,Lavar,
10065,10 hours ago,2020-21 Eric Bledsoe,Base Set,New Orleans Pelicans,Block,2.00 USD,$2.00,11897.0,CERRETHEKING,0xe92a80...4b7de0,
10066,10 hours ago,NBA Top Shot (SN# 1956751),,,,4.00 USD,$4.00,,LemarPatrick,0x412221...6f7eb8,
10067,10 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,3.00 USD,$3.00,6491.0,0xf8d687...e9096e,0xe92a80...4b7de0,
10068,10 hours ago,2020-21 Bradley Beal,Base Set,Washington Wizards,Handles,7.00 USD,$7.00,9142.0,Houston_Rockets,Hackfin,
10069,10 hours ago,2019-20 Kemba Walker,Base Set,Boston Celtics,Layup,38.00 USD,$38.00,1660.0,Pranked,storm510,
10070,10 hours ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,4.00 USD,$4.00,6455.0,Lyon_Village_Collectors69,Hackfin,
10071,10 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,9.00 USD,$9.00,3427.0,Raijin0896,poldi,
10072,10 hours ago,2020-21 Deni Avdija,Base Set,Washington Wizards,3 Pointer,215.00 USD,$215.00,164.0,kbarnhill,JeffPesos,
10073,10 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,2.00 USD,$2.00,6605.0,0xf8d687...e9096e,99POROS,
10074,10 hours ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,7.00 USD,$7.00,10881.0,0x5ea0ed...c68957,BobsonDugnutt,
10075,10 hours ago,2020-21 Bam Adebayo,Base Set,Miami Heat,Dunk,7.00 USD,$7.00,7760.0,LebronsFather,0x915b5e...901750,
10076,10 hours ago,2020-21 Fred VanVleet,Base Set,Toronto Raptors,3 Pointer,3.00 USD,$3.00,11239.0,SOUTHJERSEY,stashbox,
10077,10 hours ago,2019-20 Aaron Gordon,Base Set,Orlando Magic,Dunk,59.00 USD,$59.00,777.0,CoinLord,0xde64b5...f02969,
10078,10 hours ago,2020-21 Daniel Theis,Base Set,Boston Celtics,Dunk,1.00 USD,$1.00,4646.0,Dajustified,bossy_collie8460,
10079,10 hours ago,2020-21 Stanley Johnson,Base Set,Toronto Raptors,Dunk,4.00 USD,$4.00,7760.0,dependable_spider_monkey313,hilgi,
10080,10 hours ago,2020-21 Dillon Brooks,Base Set,Memphis Grizzlies,Layup,2.00 USD,$2.00,6238.0,0xf8d687...e9096e,0xe92a80...4b7de0,
10081,10 hours ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,76.00 USD,$76.00,4520.0,KY2NBA,DeepThreePointer,
10082,10 hours ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,74.00 USD,$74.00,3995.0,nildan,BakerMayfield77,
10083,10 hours ago,2019-20 Tyler Herro,Base Set,Miami Heat,Assist,135.00 USD,$135.00,1813.0,Pranked,glacer,
10084,10 hours ago,NBA Top Shot (SN# 2374198),,,,3.00 USD,$3.00,,Moomooshish,Lavar,
10085,10 hours ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,3 Pointer,175.00 USD,$175.00,4042.0,jagwaar,Libruary,
10086,10 hours ago,2020-21 Tacko Fall,Base Set,Boston Celtics,Block,16.00 USD,$16.00,1441.0,SaltBucket,dreamer_iynd_91,
10087,10 hours ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,80.00 USD,$80.00,5966.0,Supersonics_20,Stottleplex,
10088,10 hours ago,2020-21 LaMelo Ball,Base Set,Charlotte Hornets,Assist,439.00 USD,$439.00,1702.0,TheAccountant,Ablevins,
10089,10 hours ago,2019-20 Darius Bazley,Base Set,Oklahoma City Thunder,Dunk,93.00 USD,$93.00,1443.0,bmac69,gdun,
10090,10 hours ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,2.00 USD,$2.00,4237.0,sixer03fan,0x133f9a...28b051,
10091,10 hours ago,2020-21 Daniel Theis,Base Set,Boston Celtics,Dunk,2.00 USD,$2.00,7170.0,0xf8d687...e9096e,99POROS,
10092,10 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,8.00 USD,$8.00,4340.0,Sloppylime,Hackfin,
10093,10 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,220.00 USD,$220.00,384.0,0x4bbe7b...45b73d,unobvious_llama10,
10094,10 hours ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,319.00 USD,$319.00,2859.0,Roguetrader21,DeepThreePointer,
10095,10 hours ago,2020-21 Dillon Brooks,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,661.0,ewhcards,Radtke40,
10096,10 hours ago,2020-21 Ish Smith,Base Set,Washington Wizards,Assist,2.00 USD,$2.00,9732.0,TomGola,0xe92a80...4b7de0,
10097,10 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,2.00 USD,$2.00,6356.0,Netw0rkN1nja,0xca5963...8c26ef,
10098,10 hours ago,NBA Top Shot (SN# 2323160),,,,3.00 USD,$3.00,,eys819,msquaredsa,
10099,10 hours ago,NBA Top Shot (SN# 2240305),,,,8.00 USD,$8.00,,0xef8db5...277c5d,JonnyCryptos,
10100,10 hours ago,NBA Top Shot (SN# 2372964),,,,3.00 USD,$3.00,,0x592499...a33f61,Lavar,
10101,10 hours ago,NBA Top Shot (SN# 1627209),,,,20.00 USD,$20.00,,bowens1984,0xd85f56...d705f8,
10102,10 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,314.00 USD,$314.00,2883.0,muckmuck8,gleaming_pig6669,
10103,10 hours ago,2020-21 Christian Wood,Base Set,Houston Rockets,Dunk,4.00 USD,$4.00,9767.0,Bluemaco,0xf21635...d0ef6c,
10104,10 hours ago,2020-21 Lonnie Walker IV,Base Set,San Antonio Spurs,Dunk,2.00 USD,$2.00,8733.0,stupendous_marsh_frog4142,0xe92a80...4b7de0,
10105,10 hours ago,2020-21 Keldon Johnson,Base Set,San Antonio Spurs,Dunk,14.00 USD,$14.00,2590.0,sixer03fan,jakearver,
10106,10 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,6.00 USD,$6.00,727.0,Buddsy,Radtke40,
10107,10 hours ago,2019-20 Kristaps Porziņģis,Base Set,Dallas Mavericks,3 Pointer,59.00 USD,$59.00,2645.0,Pranked,Minnix10,
10108,10 hours ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,4.00 USD,$4.00,6914.0,jambaJuice,0xc41836...37b50a,
10109,10 hours ago,2020-21 Bruno Fernando,Base Set,Atlanta Hawks,Dunk,4.00 USD,$4.00,2790.0,JimmyTheGreek,BennyDrool,
10110,10 hours ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,6.00 USD,$6.00,8452.0,SOUTHJERSEY,Hackfin,
10111,10 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,7.00 USD,$7.00,11965.0,JoelWess,BobsonDugnutt,
10112,10 hours ago,2020-21 Daniel Theis,Base Set,Boston Celtics,Dunk,2.00 USD,$2.00,6649.0,Chris_Mead,Smiltroy,
10113,10 hours ago,NBA Top Shot (SN# 2372142),,,,3.00 USD,$3.00,,cathy,Lavar,
10114,10 hours ago,2020-21 Stanley Johnson,Base Set,Toronto Raptors,Dunk,4.00 USD,$4.00,6752.0,tough_olm7184,Hackfin,
10115,10 hours ago,NBA Top Shot (SN# 1869042),,,,7.00 USD,$7.00,,ABpokerKing,Hackfin,
10116,10 hours ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,6.00 USD,$6.00,720.0,tostada,eS_Be,
10117,10 hours ago,2019-20 Pascal Siakam,Denied!,Toronto Raptors,Block,369.00 USD,$369.00,169.0,0x4cc391...0da649,PracticeNotAGame,
10118,10 hours ago,2020-21 Spencer Dinwiddie,Base Set,Brooklyn Nets,Layup,3.00 USD,$3.00,9680.0,tttgame,0xca5963...8c26ef,
10119,10 hours ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,90.00 USD,$90.00,1414.0,LeDabJamez,DeepThreePointer,
10120,10 hours ago,2020-21 Joel Embiid,Base Set,Philadelphia 76ers,Jump Shot,9.00 USD,$9.00,10010.0,turog_j,0xd85f56...d705f8,
10121,10 hours ago,2019-20 Lonnie Walker,Base Set,San Antonio Spurs,3 Pointer,30.00 USD,$30.00,2568.0,Rocky,raptor_baller1313,
10122,10 hours ago,2019-20 Eric Gordon,Base Set,Houston Rockets,3 Pointer,40.00 USD,$40.00,858.0,HawkeyeStateCards,Goofymaker,
10123,10 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,2.00 USD,$2.00,4309.0,0x59dd9e...129e42,manan_26,
10124,10 hours ago,2020-21 Hamidou Diallo,Base Set,Oklahoma City Thunder,Dunk,8.00 USD,$8.00,2676.0,miketrembler,JonnyCryptos,
10125,10 hours ago,2020-21 Lonnie Walker IV,Base Set,San Antonio Spurs,Dunk,2.00 USD,$2.00,6844.0,0xb3303e...9a894e,Smiltroy,
10126,10 hours ago,2019-20 Buddy Hield,Base Set,Sacramento Kings,Dunk,95.00 USD,$95.00,150.0,jingles,antc,
10127,10 hours ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,80.00 USD,$80.00,2920.0,Umadbro420,necessary_malayan_tiger3983,
10128,10 hours ago,2019-20 Ricky Rubio,Base Set,Phoenix Suns,Layup,22.00 USD,$22.00,2355.0,imperturbable_wombat186,MaverickFan16,
10129,10 hours ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,228.00 USD,$228.00,3045.0,LebronsFather,gleaming_pig6669,
10130,10 hours ago,2019-20 Kristaps Porziņģis,Base Set,Dallas Mavericks,3 Pointer,65.00 USD,$65.00,2630.0,jambaJuice,Notorious,
10131,10 hours ago,2020-21 Jamal Murray,Base Set,Denver Nuggets,3 Pointer,6.00 USD,$6.00,7579.0,Adeepthret,UrbanYeti,
10132,10 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,220.00 USD,$220.00,4106.0,0x52a927...c39ef8,Hanamichi_Sakuragi,
10133,10 hours ago,2020-21 Hamidou Diallo,Base Set,Oklahoma City Thunder,Dunk,8.00 USD,$8.00,3163.0,Steph,JonnyCryptos,
10134,10 hours ago,2020-21 Malik Beasley,Base Set,Minnesota Timberwolves,Dunk,13.00 USD,$13.00,813.0,0x9cf9f3...e40ded,dreamer_iynd_91,
10135,10 hours ago,2019-20 James Harden,Base Set,Houston Rockets,Block,99.00 USD,$99.00,3457.0,LeBron_is_GOAT,jmorgs11,
